,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
7629,S25635300015,05/13/2015,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43031,Bacardi Gold Rum Mini,12,500,$5.54,$8.31,12,$99.72,6.0,1.59
7630,S09703000029,12/26/2012,3995,Barmuda Distribution,6027 University Ave STE 100,CEDAR FALLS,50613,"6027 University Ave STE 100
CEDAR FALLS 50613
(42.512768, -92.430423)",7.0,Black Hawk,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,73526,Dekuyper Melon Liqueur,12,750,$6.30,$9.45,48,$453.60,36.0,9.51
7631,S23219800009,12/27/2014,4084,Fareway Stores #061 / Ankeny,3205 NORTH ANKENY BLVD,ANKENY,50023,"3205 NORTH ANKENY BLVD
ANKENY 50023
(41.757429, -93.600267)",77.0,Polk,1032080.0,IMPORTED VODKA,65,Jim Beam Brands,34578,Pinnacle Vodka,6,1750,$11.08,$17.12,6,$102.72,10.5,2.77
7632,S20289400084,07/24/2014,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,"812 S 1ST AVE
IOWA CITY 52240
",52.0,Johnson,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,$7.47,$11.21,6,$67.26,10.5,2.77
7633,S10315800017,01/29/2013,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14.0,Carroll,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,$12.07,$18.11,12,$217.32,12.0,3.17
7634,S24530100077,03/16/2015,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,"110 S ROOSEVELT HWY 61
BURLINGTON 52601
(40.809556, -91.141395)",29.0,Des Moines,1031080.0,VODKA 80 PROOF,301,Fifth Generation Inc.,38176,Titos Vodka,12,750,$9.65,$14.48,3,$43.44,2.25,0.59
7635,S17604500040,03/03/2014,3814,Costco Wholesale #788,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266,"7205 MILLS CIVIC PKWY
WEST DES MOINES 50266
(41.561342, -93.806489)",25.0,Dallas,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,12,$486.00,9.0,2.38
7636,S29206500007,11/21/2015,4584,J & C Grocery / Dumont,611 MAIN ST,DUMONT,50602,"611 MAIN ST
DUMONT 50602
(42.750191, -92.973027)",12.0,Butler,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,$5.92,$8.88,3,$26.64,2.25,0.59
7637,S07979300049,09/27/2012,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,5289,J & B Rare Scotch,12,1000,$14.98,$22.47,2,$44.94,2.0,0.53
7638,S10693200104,02/19/2013,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1062310.0,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,$2.00,$3.00,6,$18.00,1.2,0.32
7639,S09886400020,01/07/2013,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,$7.50,$11.24,12,$134.88,12.0,3.17
7640,S22881900049,12/11/2014,2951,Dahl's / Hickman,8700 HICKMAN,CLIVE,50322,"8700 HICKMAN
CLIVE 50322
(41.614862, -93.738113)",77.0,Polk,1031080.0,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,1750,$6.92,$10.38,12,$124.56,21.0,5.55
7641,S22592900015,11/24/2014,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,"1401 BUCHANAN ST
DES MOINES 50316
(41.598779, -93.599363)",77.0,Polk,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,$1.80,$2.70,24,$64.80,9.0,2.38
7642,S22654500061,12/01/2014,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,"2606 AVENUE L
FORT MADISON 52627
(40.626988, -91.343544)",56.0,Lee,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64727,Ciroc Amaretto,12,750,$19.00,$28.50,2,$57.00,1.5,0.4
7643,S28583200071,10/21/2015,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,"919 HWY 1 WEST
IOWA CITY 52246
(41.646632, -91.552165)",52.0,Johnson,1071100.0,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
7644,S07303700010,08/27/2012,3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,"623 S MARION ST
REMSEN 51050
(42.808951, -95.977022)",75.0,Plymouth,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75210,Kinky Liqueur,6,750,$10.00,$15.00,6,$90.00,4.5,1.19
7645,S16773000030,01/13/2014,4303,Mepo Foods,111 N WAPELLO,MEDIAPOLIS,52637,"111 N WAPELLO
MEDIAPOLIS 52637
(41.008749, -91.170033)",29.0,Des Moines,1011100.0,BLENDED WHISKIES,434,Luxco-St Louis,24158,Hawkeye Blend Whiskey,6,1750,$7.38,$11.07,3,$33.21,5.25,1.39
7646,S25608300034,05/12/2015,4247,Fareway Stores #879 / Belmond,115 SECOND  AVE SE,BELMOND,50421,"115 SECOND AVE SE
BELMOND 50421
(42.845719, -93.614324)",,,1012200.0,SCOTCH WHISKIES,35,"Bacardi U.S.A., Inc.",4866,Dewars White Label Scotch,12,750,$13.73,$20.60,2,$41.20,1.5,0.4
7647,S25501600087,05/06/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1022100.0,TEQUILA,434,Luxco-St Louis,89447,La Prima Tequila/gold,12,1000,$6.59,$9.89,12,$118.68,12.0,3.17
7648,S29358100006,11/30/2015,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,"858 MIDDLE RD
BETTENDORF 52722
(41.539421, -90.520013)",48.0,Iowa,1081030.0,COFFEE LIQUEURS,434,Luxco-St Louis,72816,Caffe Lolita Coffee Liqueur,12,750,$5.00,$7.50,12,$90.00,9.0,2.38
7649,S06953000020,08/06/2012,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.014306, -94.374603)",37.0,Greene,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45277,Paramount White Rum,12,1000,$4.33,$6.50,2,$13.00,2.0,0.53
7650,S03846500020,01/31/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664386, -93.69774)",77.0,Polk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,$10.63,$15.95,6,$95.70,10.5,2.77
7651,S26412300019,06/25/2015,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20.0,Clarke,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,$15.25,$22.88,3,$68.64,3.0,0.79
7652,S10772700002,02/25/2013,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,"3101 FLOYD BLVD
SIOUX CITY 51108
(42.529334, -96.373595)",97.0,Woodbury,1011100.0,BLENDED WHISKIES,260,Diageo Americas,27562,Seagrams Seven Crown Stone Cherry,12,750,$8.17,$12.26,12,$147.12,9.0,2.38
7653,S16079600110,12/04/2013,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97.0,Woodbury,1031200.0,VODKA FLAVORED,260,Diageo Americas,41077,Jeremiah Weed Sweet Tea,12,1000,$10.50,$15.75,12,$189.00,12.0,3.17
7654,S05307700020,05/01/2012,3549,Quicker Liquor Store,1414 48TH ST,FORT MADISON,52627,"1414 48TH ST
FORT MADISON 52627
(40.624226, -91.373211)",56.0,Lee,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42676,Malibu Passion Fruit Rum,12,750,$6.90,$10.35,3,$31.05,2.25,0.59
7655,S23526500001,01/15/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.605561, -93.613738)",77.0,Polk,1012200.0,SCOTCH WHISKIES,55,Sazerac North America,8827,Lauder's,12,1000,$6.14,$9.21,24,$221.04,24.0,6.34
7656,S26251500007,06/17/2015,3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,"1372 E 14TH ST
DES MOINES 50316
(41.604893, -93.600499)",77.0,Polk,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,$1.80,$2.70,24,$64.80,9.0,2.38
7657,S10499100012,02/07/2013,4327,Quick Mart / Hiawatha,655 ROBBINS RD,HIAWATHA,52233,"655 ROBBINS RD
HIAWATHA 52233
(42.044188, -91.672964)",57.0,Linn,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52595,E & J Vs Brandy Travelers,12,750,$5.75,$8.62,12,$103.44,9.0,2.38
7658,S18081100109,03/25/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,"1324, 1st AVE E
NEWTON 50208
(41.699173, -93.035654)",50.0,Jasper,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,4,$40.52,3.0,0.79
7659,S10108200078,01/17/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57.0,Linn,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73051,Rumchata Mini,12,500,$8.87,$13.31,12,$159.72,6.0,1.59
7660,S27449700078,08/20/2015,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14.0,Carroll,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,1750,$10.99,$16.49,12,$197.88,21.0,5.55
7661,S07849500044,09/20/2012,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,"2790 7TH AVENUE
MARION 50129
(42.03324, -91.582452)",57.0,Linn,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,$6.50,$9.74,5,$48.70,3.75,0.99
7662,S20339600091,07/28/2014,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,"1925 W BROADWAY
COUNCIL BLUFFS 51501
(41.261866, -95.873074)",78.0,Pottawattamie,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,$4.08,$6.12,5,$30.60,1.0,0.26
7663,S10305200039,01/29/2013,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77.0,Polk,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35418,Burnett's Vodka 80 Prf,6,1750,$8.43,$13.15,12,$157.80,21.0,5.55
7664,S19214500151,05/28/2014,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,"1823 E KIMBERLY RD
DAVENPORT 52807
(41.556781, -90.548919)",82.0,Scott,1031200.0,VODKA FLAVORED,260,Diageo Americas,40956,Smirnoff Strawberry Vodka,12,750,$8.25,$12.37,4,$49.48,3.0,0.79
7665,S14636300093,09/18/2013,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26824,Jack Daniels Old #7 Black Lbl Square,24,375,$6.53,$9.80,7,$68.60,2.62,0.69
7666,S21742400083,10/13/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1062310.0,SPICED RUM,260,Diageo Americas,43316,Captain Morgan Private Stock Rum,12,750,$11.45,$17.18,4,$68.72,3.0,0.79
7667,S14158800016,08/27/2013,4177,"Good Luck, Inc.",806 W MAIN ST,LE GRAND,50142,"806 W MAIN ST
LE GRAND 50142
(42.006665, -92.784654)",64.0,Marshall,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$11.49,$17.24,1,$17.24,0.75,0.2
7668,S16405100186,12/20/2013,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,5326,Johnnie Walker Black,12,750,$20.50,$30.75,2,$61.50,1.5,0.4
7669,S17732400047,03/05/2014,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,"1111 8TH ST
BOONE 50036
(42.07402, -93.892932)",8.0,Boone,1051120.0,CHERRY BRANDIES,434,Luxco-St Louis,55506,Paramount Cherry Flavored Brandy,12,750,$5.48,$8.22,12,$98.64,9.0,2.38
7670,S20413800075,07/31/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1032200.0,IMPORTED VODKA - MISC,434,Luxco-St Louis,35699,Pearl Cucumber Vodka,12,750,$7.86,$11.79,12,$141.48,9.0,2.38
7671,S05632400006,05/21/2012,3831,The Market Of Madrid,301 ANNEX RD,MADRID,50156,"301 ANNEX RD
MADRID 50156
(41.87894, -93.815365)",8.0,Boone,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,$7.53,$11.30,12,$135.60,9.0,2.38
7672,S09076700054,11/19/2012,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,"2800 E UNIVERSITY AVE
DES MOINES 50317
(41.600563, -93.562136)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,$1.56,$2.34,10,$23.40,2.0,0.53
7673,S06750200102,07/24/2012,2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.58631, -93.662807)",77.0,Polk,1081200.0,CREAM LIQUEURS,260,Diageo Americas,68022,Bailey's Salted Caramel,12,750,$13.00,$19.49,2,$38.98,1.5,0.4
7674,S28487500001,10/15/2015,4410,Kum & Go #203 / Perry,1219 1ST ST,PERRY,50220,"1219 1ST ST
PERRY 50220
",8.0,Boone,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,$3.34,$5.01,12,$60.12,9.0,2.38
7675,S27868100046,09/14/2015,3403,Econ-o-mart / Columbus Junction,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,"113 EAST WALNUT ST.
COLUMBUS JUNCTION 52738
(41.280182, -91.358467)",58.0,Louisa,1051120.0,CHERRY BRANDIES,434,Luxco-St Louis,55504,Paramount Cherry Brandy,24,375,$3.55,$5.33,4,$21.32,1.5,0.4
7676,S27187500007,08/06/2015,3993,New Star Liquor / W 4th S / Waterloo,1625 WEST 4TH ST,WATERLOO,50701,"1625 WEST 4TH ST
WATERLOO 50701
",7.0,Black Hawk,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,$18.49,$27.74,12,$332.88,9.0,2.38
7677,S23825000039,02/03/2015,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,"114 S SECOND
CHEROKEE 51012
(42.749161, -95.551309)",18.0,Cherokee,1081200.0,CREAM LIQUEURS,461,Campari(skyy),68127,Carolan's Irish Cream Liqueur,12,1000,$10.43,$15.65,3,$46.95,3.0,0.79
7678,S26793300006,07/15/2015,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,"2001 WEST COURT
CHARITON 50049
",59.0,Lucas,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42712,Malibu Coconut Rum Mini,12,500,$4.95,$7.43,12,$89.16,6.0,1.59
7679,S12584100011,06/04/2013,4885,SNK Gas & Food LLC,"18820, BELLEVUE CASCADE RD",ZWINGLE,52079,"18820, BELLEVUE CASCADE RD
ZWINGLE 52079
(42.24039, -90.677264)",49.0,Jackson,1041100.0,AMERICAN DRY GINS,297,Laird And Company,29996,Five O'clock Gin,12,750,$3.46,$5.19,6,$31.14,4.5,1.19
7680,S27102300005,08/04/2015,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,"4825 JOHNSON AVE NW
CEDAR RAPIDS 52405
(41.968342, -91.733373)",57.0,Linn,1012200.0,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,1750,$10.68,$16.27,6,$97.62,10.5,2.77
7681,S13803200008,08/08/2013,4860,Jims Foods,812 6TH ST SW,CEDAR RAPIDS,52404,"812 6TH ST SW
CEDAR RAPIDS 52404
(41.968294, -91.677076)",57.0,Linn,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36903,Mccormick Vodka,48,200,$1.13,$1.70,48,$81.60,9.6,2.54
7682,S09452500027,12/12/2012,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,"2001 BLAIRS FERRY ROAD NE
CEDAR RAPIDS 52402
(42.034799, -91.668909)",57.0,Linn,1012210.0,SINGLE MALT SCOTCH,65,Jim Beam Brands,5446,Laphroaig 10 Yr Single Malt Scotch,12,750,$26.24,$39.36,12,$472.32,9.0,2.38
7683,S26073500005,06/08/2015,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,"1808 23RD ST
HARLAN 51537
(41.650657, -95.339881)",83.0,Shelby,1032080.0,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,$14.75,$22.13,6,$132.78,10.5,2.77
7684,S25777300013,05/22/2015,5044,Casey's General Store #3202 / Cresce,"111, MORMON BRIDGE RD",CRESCENT,51526,"111, MORMON BRIDGE RD
CRESCENT 51526
(41.362299, -95.85848)",78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36901,McCormick Vodka Mini,6,500,$4.67,$7.01,2,$14.02,1.0,0.26
7685,S28954100017,11/10/2015,4709,Walgreens #12108 / Ames,2719 GRAND AVE,AMES,50010,"2719 GRAND AVE
AMES 50010
(42.048976, -93.620635)",85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,$18.10,$27.15,12,$325.80,9.0,2.38
7686,S22330300019,11/12/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,3,$40.41,2.25,0.59
7687,S05737000008,05/25/2012,3695,Mrs. B's Liquor,623 S MARION ST,REMSEN,51050,"623 S MARION ST
REMSEN 51050
(42.808951, -95.977022)",75.0,Plymouth,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,$3.94,$5.91,12,$70.92,12.0,3.17
7688,S22645900072,12/01/2014,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,"3221 SE 14TH ST
DES MOINES 50315
(41.553941, -93.596756)",77.0,Polk,1071100.0,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
7689,S22505000016,11/20/2014,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,"136 1ST ST
WEST DES MOINES 50265
(41.570743, -93.703344)",77.0,Polk,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,$7.00,$10.50,12,$126.00,9.0,2.38
7690,S04397700096,03/05/2012,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)",7.0,Black Hawk,1081700.0,DISTILLED SPIRITS SPECIALTY,259,Heaven Hill Brands,73702,Evan Williams Honey,12,750,$7.94,$11.91,3,$35.73,2.25,0.59
7691,S19644400163,06/19/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25603,Seagrams 7 Crown Bl Whiskey,48,200,$1.96,$2.93,6,$17.58,1.2,0.32
7692,S08773000012,11/06/2012,3622,Wal-Mart 1415 / Spirit Lake,2600 HWY 71,SPIRIT LAKE,51360,"2600 HWY 71
SPIRIT LAKE 51360
(43.400251, -95.12868)",30.0,Dickinson,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,$14.50,$21.74,24,$521.76,42.0,11.1
7693,S05113000025,04/19/2012,4332,Fast Mart / University Ave,1621 UNIVERSITY AVE,DES MOINES,50314,"1621 UNIVERSITY AVE
DES MOINES 50314
(41.600477, -93.63996)",77.0,Polk,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34004,Absolut Swedish Vodka 80 Prf,24,375,$5.87,$8.80,3,$26.40,1.12,0.3
7694,S29005600097,11/11/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,$7.49,$11.24,2,$22.48,1.5,0.4
7695,S15757000002,11/18/2013,3811,Wal-Mart 1431 / Keokuk,300 NORTH PARK DR,KEOKUK,52632,"300 NORTH PARK DR
KEOKUK 52632
(40.418306, -91.407729)",56.0,Lee,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$10.45,$15.67,24,$376.08,42.0,11.1
7696,S14954600106,10/03/2013,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
(41.368503, -93.558425)",91.0,Warren,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.25,$9.63,48,$462.24,36.0,9.51
7697,S14684300051,09/19/2013,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,"1520 6TH ST SW
CEDAR RAPIDS 52404
(41.96233, -91.677063)",57.0,Linn,1071100.0,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.20,$12.30,6,$73.80,10.5,2.77
7698,S19221300061,05/28/2014,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,"414 N 18TH ST
CENTERVILLE 52544
(40.735639, -92.86795)",4.0,Appanoose,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,$11.99,$17.99,2,$35.98,3.5,0.92
7699,S19286400070,06/02/2014,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,"2323 W BROADWAY
COUNCIL BLUFFS 51501
(41.261925, -95.879662)",78.0,Pottawattamie,1022100.0,TEQUILA,461,Campari(skyy),87250,Cabo Wabo Blanco,6,750,$18.17,$27.25,6,$163.50,4.5,1.19
7700,S25118000008,04/16/2015,4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,"908 7TH AVE
CAMANCHE 52730
(41.78845, -90.257282)",23.0,Clinton,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,$12.59,$18.89,12,$226.68,12.0,3.17
7701,S07259300022,08/22/2012,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,"113 SE DELAWARE AVE STE 101
ANKENY 50023
(41.731732, -93.58109)",77.0,Polk,1042100.0,IMPORTED DRY GINS,240,"WILLIAM GRANT AND SONS, INC.",28625,Hendrick's Gin,6,750,$16.84,$25.26,2,$50.52,1.5,0.4
7702,S09543200017,12/18/2012,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.414975, -91.403338)",56.0,Lee,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41681,Uv Red (cherry) Vodka,6,1750,$10.98,$16.48,6,$98.88,10.5,2.77
7703,S04291200029,02/28/2012,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,"102 2ND AVE SE
OELWEIN 50662
(42.677024, -91.910502)",33.0,Fayette,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,$6.90,$10.35,4,$41.40,3.0,0.79
